BTBEntries,globalPred_size,choicePred_size,lookups,BTBLookups,Branches_not_in_BTB,BTBHits,BTBHitPct,BTBMissPct,CPI,Branches,predictedBranches,BranchMispred,BranchMispredPercent,unpredictable,predictable_pct,unpredictable_pct
1024,16,8192,27643935,21088995,6554940,20870546,98.964156,1.035844,3.041161308,27643935,21638748,3757706,13.593238,6005187,78.27665634,21.72334366
1024,16,32768,27643935,21088040,6555895,20870553,98.968671,1.031329,3.041186358,27643935,21638752,3757752,13.593405,6005183,78.27667081,21.72332919
1024,512,16,27643935,20859331,6784604,20227568,96.971317,3.028683,2.695712958,27643935,20993790,3121069,11.290249,6650145,75.94356592,24.05643408
1024,512,512,27643935,20957464,6686471,20247521,96.612457,3.387543,2.650119708,27643935,21014296,3037044,10.986294,6629639,76.01774494,23.98225506
1024,512,1024,27643935,20773319,6870616,20247472,97.468642,2.531358,2.649966708,27643935,21014240,3036762,10.985274,6629695,76.01754237,23.98245763
1024,512,8192,27643935,20510925,7133010,20247290,98.714661,1.285339,2.650051308,27643935,21014040,3036918,10.985838,6629895,76.01681888,23.98318112
1024,512,32768,27643935,20510450,7133485,20247444,98.717698,1.282302,2.650199508,27643935,21014189,3037191,10.986826,6629746,76.01735788,23.98264212
1024,1024,16,27643935,20802542,6841393,20201808,97.112209,2.887791,2.627862708,27643935,20968360,2996026,10.837914,6675575,75.85157468,24.14842532
1024,1024,512,27643935,20911069,6732866,20209060,96.642883,3.357117,2.592977508,27643935,20975878,2931735,10.605346,6668057,75.87877052,24.12122948
1024,1024,1024,27643935,20768175,6875760,20208697,97.30608,2.69392,2.592491358,27643935,20975498,2930839,10.602105,6668437,75.87739589,24.12260411
1024,1024,8192,27643935,20638681,7005254,20207821,97.912367,2.087633,2.592681858,27643935,20974810,2931190,10.603375,6669125,75.8749071,24.1250929
1024,1024,32768,27643935,20638171,7005764,20208202,97.916632,2.083368,2.592803358,27643935,20975189,2931414,10.604185,6668746,75.87627811,24.12372189
1024,8192,16,27643935,20406730,7237205,20139054,98.688295,1.311705,2.530760208,27643935,20905417,2817073,10.190564,6738518,75.62388278,24.37611722
1024,8192,512,27643935,20263100,7380835,20148269,99.4333,0.5667,2.516438508,27643935,20914785,2790679,10.095086,6729150,75.65777086,24.34222914
1024,8192,1024,27643935,20275330,7368605,20148361,99.373776,0.626224,2.516323458,27643935,20914809,2790467,10.094319,6729126,75.65785768,24.34214232
1024,8192,8192,27643935,20343585,7300350,20148042,99.038798,0.961202,2.516653308,27643935,20914457,2791075,10.096518,6729478,75.65658435,24.34341565
1024,8192,32768,27643935,20343391,7300544,20147951,99.039295,0.960705,2.516636508,27643935,20914356,2791044,10.096406,6729579,75.65621899,24.34378101
1024,32768,16,27643935,20211931,7432004,20125856,99.574138,0.425862,2.498448708,27643935,20891849,2757525,9.975154,6752086,75.57480149,24.42519851
1024,32768,512,27643935,20219573,7424362,20131341,99.563631,0.436369,2.493120258,27643935,20897478,2747705,9.939631,6746457,75.595164,24.404836
1024,32768,1024,27643935,20213330,7430605,20130916,99.592279,0.407721,2.493179358,27643935,20897022,2747814,9.940025,6746913,75.59351445,24.40648555
1024,32768,8192,27643935,20172085,7471850,20130885,99.795757,0.204243,2.493031758,27643935,20896951,2747542,9.939041,6746984,75.59325762,24.40674238
1024,32768,32768,27643935,20172498,7471437,20131165,99.795102,0.204898,2.493267258,27643935,20897221,2747976,9.940611,6746714,75.59423432,24.40576568
