BTBEntries,globalPred_size,choicePred_size,lookups,BTBLookups,Branches_not_in_BTB,BTBHits,BTBHitPct,BTBMissPct,CPI,Branches,predictedBranches,BranchMispred,BranchMispredPercent,unpredictable,predictable_pct,unpredictable_pct
128,1024,1024,97499524,55760720,41738804,44995048,80.69309,19.30691,4.044866386,97499524,50405822,12918658,13.24997,47093702,51.69853137,48.30146863
128,1024,8192,97499524,56041263,41458261,45000442,80.298765,19.701235,4.046840536,97499524,50411438,12931490,13.263131,47088086,51.7042914,48.2957086
128,1024,32768,97499524,56028905,41470619,44992592,80.302465,19.697535,4.045642786,97499524,50403584,12923704,13.255146,47095940,51.69623597,48.30376403
128,8192,16,97499524,53268151,44231373,44960252,84.403628,15.596372,4.052320186,97499524,50366784,12967107,13.299662,47132740,51.6584922,48.3415078
128,8192,512,97499524,52445724,45053800,44857046,85.530416,14.469584,4.030715386,97499524,50271421,12826677,13.15563,47228103,51.56068352,48.43931648
128,8192,1024,97499524,52270642,45228882,44868800,85.83939,14.16061,3.998672536,97499524,50283141,12618399,12.942011,47216383,51.57270409,48.42729591
128,8192,8192,97499524,52260356,45239168,44868686,85.856066,14.143934,3.998651086,97499524,50283036,12618260,12.941868,47216488,51.5725964,48.4274036
128,8192,32768,97499524,52260358,45239166,44868680,85.856052,14.143948,3.998652136,97499524,50283028,12618267,12.941875,47216496,51.57258819,48.42741181
128,32768,16,97499524,52172906,45326618,44835373,85.936124,14.063876,3.971082436,97499524,50248246,12439064,12.758077,47251278,51.53691417,48.46308583
128,32768,512,97499524,52025255,45474269,44754349,86.024276,13.975724,3.958462486,97499524,50169627,12357035,12.673944,47329897,51.4562789,48.5437211
128,32768,1024,97499524,52056735,45442789,44791359,86.043351,13.956649,3.956694886,97499524,50206595,12345546,12.66216,47292929,51.49419499,48.50580501
128,32768,8192,97499524,52050209,45449315,44791767,86.054922,13.945078,3.956667286,97499524,50207022,12345366,12.661976,47292502,51.49463294,48.50536706
128,32768,32768,97499524,52050186,45449338,44791768,86.054962,13.945038,3.956671336,97499524,50207021,12345393,12.662003,47292503,51.49463191,48.50536809
1024,16,16,97499524,74374975,23124549,53181563,71.504647,28.495353,3.688526986,97499524,58514645,10602463,10.874374,38984879,60.01531351,39.98468649
1024,16,512,97499524,74143856,23355668,53486371,72.138642,27.861358,3.427110436,97499524,58894745,8903264,9.131597,38604779,60.40516157,39.59483843
1024,16,1024,97499524,73965697,23533827,53411155,72.21071,27.78929,3.415101886,97499524,58819590,8825208,9.05154,38679934,60.32807914,39.67192086
1024,16,8192,97499524,73353039,24146485,53460895,72.881636,27.118364,3.417576736,97499524,58870090,8841295,9.068039,38629434,60.37987426,39.62012574
1024,16,32768,97499524,73353040,24146484,53460896,72.881637,27.118363,3.417576136,97499524,58870091,8841291,9.068035,38629433,60.37987529,39.62012471
1024,512,16,97499524,61812271,35687253,50362135,81.47595,18.52405,3.288827086,97499524,55749001,8004426,8.209708,41750523,57.17874171,42.82125829
1024,512,512,97499524,57360361,40139163,50406564,87.876999,12.123001,3.213689236,97499524,55726001,7516033,7.708789,41773523,57.15515185,42.84484815
1024,512,1024,97499524,57936845,39562679,50912052,87.875085,12.124915,3.098903386,97499524,56231616,6769928,6.94355,41267908,57.67373387,42.32626613
