BTBEntries,localPred_size,lookups,BTBLookups,Branches_not_in_BTB,BTBHits,BTBHitPct,BTBMissPct,CPI,Branches,predictedBranches,BranchMispred,BranchMispredPercent,unpredictable,predictable_pct,unpredictable_pct
512,2048,97499524,56953556,40545968,51352045,90.164774,9.835226,3.829325236,97499524,56672354,11517647,11.813029,40827170,58.12577506,41.87422494
512,8192,97499524,54831030,42668494,52060602,94.947335,5.052665,3.678189436,97499524,57471311,10535269,10.805457,40028213,58.94522213,41.05477787
512,32768,97499524,53912053,43587471,52058339,96.561596,3.438404,3.676306336,97499524,57477869,10523029,10.792903,40021655,58.95194832,41.04805168
1024,16,97499524,74834763,22664761,52943548,70.747265,29.252735,4.473100486,97499524,58239810,15702166,16.104864,39259714,59.73343008,40.26656992
1024,32,97499524,74828916,22670608,52948371,70.759238,29.240762,4.313807236,97499524,58093717,14666765,15.042909,39405807,59.58359038,40.41640962
1024,64,97499524,75811519,21688005,54330601,71.665364,28.334636,3.807811036,97499524,59563604,11377805,11.669601,37935920,61.09117415,38.90882585
1024,128,97499524,74740853,22758671,52847466,70.707604,29.292396,3.624766036,97499524,58257627,10188019,10.449301,39241897,59.75170402,40.24829598
1024,256,97499524,73244173,24255351,52973395,72.324381,27.675619,3.548661286,97499524,58297684,9693340,9.941936,39201840,59.79278832,40.20721168
1024,512,97499524,69377300,28122224,52195523,75.234296,24.765704,3.702969886,97499524,57519782,10696341,10.97066,39979742,58.99493622,41.00506378
1024,1024,97499524,63855129,33644395,52274740,81.864591,18.135409,3.623291986,97499524,57595069,10178437,10.439474,39904455,59.07215403,40.92784597
1024,2048,97499524,56952124,40547400,52235565,91.718379,8.281621,3.624123136,97499524,57555874,10183840,10.445015,39943650,59.03195384,40.96804616
1024,8192,97499524,54829598,42669926,52944290,96.561514,3.438486,3.472913386,97499524,58354999,9200981,9.43695,39144525,59.85157322,40.14842678
1024,32768,97499524,53910621,43588903,52942026,98.203332,1.796668,3.471030436,97499524,58361556,9188742,9.424397,39137968,59.85829839,40.14170161
2048,16,97499524,74827351,22672173,53299281,71.229678,28.770322,4.444730836,97499524,58595543,15517764,15.915733,38903981,60.09828622,39.90171378
2048,32,97499524,74822765,22676759,53305116,71.241842,28.758158,4.286926186,97499524,58450462,14492039,14.863702,39049062,59.94948447,40.05051553
2048,64,97499524,75805368,21694156,54603158,72.030727,27.969273,3.794117686,97499524,59836161,11288799,11.578312,37663363,61.37072115,38.62927885
